age,state,state.fips,origin,hiv,homeless.past.year,n,n.tx.comp.12mo,n.elig.tx.comp.12mo
25-44 years,Minnesota,27,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Minnesota,27,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Minnesota,27,Foreign - Born,Not Reported,No,166,119,153
25-44 years,Minnesota,27,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Minnesota,27,Foreign - Born,Not Reported,Not Reported,9,6,7
25-44 years,Minnesota,27,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Minnesota,27,Not Reported,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Minnesota,27,Not Reported,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Minnesota,27,Not Reported,Positive,No,Suppressed,Not Applicable,Not Applicable
25-44 years,Minnesota,27,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Mississippi,28,US - Born,Negative,No,549,436,489
25-44 years,Mississippi,28,US - Born,Negative,Yes,32,13,24
25-44 years,Mississippi,28,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Mississippi,28,US - Born,Positive,No,91,44,62
25-44 years,Mississippi,28,US - Born,Positive,Yes,11,5,6
25-44 years,Mississippi,28,US - Born,Not Reported,No,11,7,8
25-44 years,Mississippi,28,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Mississippi,28,Foreign - Born,Negative,No,90,56,70
25-44 years,Mississippi,28,Foreign - Born,Negative,Yes,5,1,4
25-44 years,Mississippi,28,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Mississippi,28,Foreign - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
25-44 years,Mississippi,28,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Mississippi,28,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Missouri,29,US - Born,Negative,No,209,144,172
25-44 years,Missouri,29,US - Born,Negative,Yes,60,46,50
25-44 years,Missouri,29,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Missouri,29,US - Born,Positive,No,48,20,32
25-44 years,Missouri,29,US - Born,Positive,Yes,30,16,25
25-44 years,Missouri,29,US - Born,Positive,Not Reported,14,5,9
25-44 years,Missouri,29,US - Born,Not Reported,No,109,82,102
25-44 years,Missouri,29,US - Born,Not Reported,Yes,21,14,20
25-44 years,Missouri,29,US - Born,Not Reported,Not Reported,37,26,30
25-44 years,Missouri,29,Foreign - Born,Negative,No,177,115,137
25-44 years,Missouri,29,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Missouri,29,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Missouri,29,Foreign - Born,Positive,No,15,6,9
25-44 years,Missouri,29,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Missouri,29,Foreign - Born,Not Reported,No,74,60,70
25-44 years,Missouri,29,Foreign - Born,Not Reported,Not Reported,9,5,9
25-44 years,Missouri,29,Not Reported,Negative,No,Suppressed,Not Applicable,Not Applicable
25-44 years,Montana,30,US - Born,Negative,No,19,16,18
25-44 years,Montana,30,US - Born,Negative,Yes,9,8,8
25-44 years,Montana,30,US - Born,Not Reported,No,10,8,9
25-44 years,Montana,30,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Montana,30,Foreign - Born,Negative,No,14,9,10
25-44 years,Montana,30,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Nebraska,31,US - Born,Negative,No,11,4,9
25-44 years,Nebraska,31,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Nebraska,31,US - Born,Positive,No,6,3,4
25-44 years,Nebraska,31,US - Born,Not Reported,No,15,9,12
25-44 years,Nebraska,31,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Nebraska,31,Foreign - Born,Negative,No,48,23,30
25-44 years,Nebraska,31,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Nebraska,31,Foreign - Born,Positive,No,10,6,8
25-44 years,Nebraska,31,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Nebraska,31,Foreign - Born,Not Reported,No,46,28,39
25-44 years,Nebraska,31,Foreign - Born,Not Reported,Yes,5,3,5
25-44 years,Nevada,32,US - Born,Negative,No,103,68,88
25-44 years,Nevada,32,US - Born,Negative,Yes,26,20,24
25-44 years,Nevada,32,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Nevada,32,US - Born,Positive,No,36,15,29
25-44 years,Nevada,32,US - Born,Positive,Yes,9,5,8
25-44 years,Nevada,32,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Nevada,32,US - Born,Not Reported,No,6,3,4
25-44 years,Nevada,32,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Nevada,32,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Nevada,32,Foreign - Born,Negative,No,317,212,267
25-44 years,Nevada,32,Foreign - Born,Negative,Yes,5,1,3
25-44 years,Nevada,32,Foreign - Born,Negative,Not Reported,5,2,3
25-44 years,Nevada,32,Foreign - Born,Positive,No,35,14,22
25-44 years,Nevada,32,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Nevada,32,Foreign - Born,Not Reported,No,15,12,13
25-44 years,Nevada,32,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Nevada,32,Not Reported,Negative,Yes,Suppressed,Not Applicable,Not Applicable
25-44 years,Nevada,32,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,New Hampshire,33,US - Born,Negative,No,10,8,10
25-44 years,New Hampshire,33,US - Born,Not Reported,No,8,8,8
25-44 years,New Hampshire,33,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New Hampshire,33,Foreign - Born,Negative,No,56,46,48
25-44 years,New Hampshire,33,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,New Hampshire,33,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,New Hampshire,33,Foreign - Born,Not Reported,No,23,18,22
25-44 years,New Hampshire,33,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,New Jersey,34,US - Born,Negative,No,430,280,385
25-44 years,New Jersey,34,US - Born,Negative,Yes,38,21,35
25-44 years,New Jersey,34,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,New Jersey,34,US - Born,Positive,No,705,202,441
25-44 years,New Jersey,34,US - Born,Positive,Yes,102,31,70
25-44 years,New Jersey,34,US - Born,Positive,Not Reported,8,1,2
25-44 years,New Jersey,34,US - Born,Not Reported,No,349,203,305
25-44 years,New Jersey,34,US - Born,Not Reported,Yes,20,8,16
25-44 years,New Jersey,34,Foreign - Born,Negative,No,1057,638,804
25-44 years,New Jersey,34,Foreign - Born,Negative,Yes,16,7,12
25-44 years,New Jersey,34,Foreign - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,New Jersey,34,Foreign - Born,Positive,No,229,88,157
25-44 years,New Jersey,34,Foreign - Born,Positive,Yes,12,4,11
25-44 years,New Jersey,34,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,New Jersey,34,Foreign - Born,Not Reported,No,1157,760,1039
25-44 years,New Jersey,34,Foreign - Born,Not Reported,Yes,7,5,7
25-44 years,New Jersey,34,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,New Jersey,34,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,New Jersey,34,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,New Jersey,34,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,New Jersey,34,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New Mexico,35,US - Born,Negative,No,52,38,44
25-44 years,New Mexico,35,US - Born,Negative,Yes,13,7,11
25-44 years,New Mexico,35,US - Born,Positive,No,11,3,7
25-44 years,New Mexico,35,US - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New Mexico,35,US - Born,Not Reported,No,34,26,31
25-44 years,New Mexico,35,US - Born,Not Reported,Yes,5,4,4
25-44 years,New Mexico,35,Foreign - Born,Negative,No,58,38,44
25-44 years,New Mexico,35,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New Mexico,35,Foreign - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,New Mexico,35,Foreign - Born,Positive,No,9,4,6
25-44 years,New Mexico,35,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New Mexico,35,Foreign - Born,Not Reported,No,19,11,18
25-44 years,New Mexico,35,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New York,36,US - Born,Negative,No,1117,755,954
25-44 years,New York,36,US - Born,Negative,Yes,136,80,116
25-44 years,New York,36,US - Born,Negative,Not Reported,302,189,276
25-44 years,New York,36,US - Born,Positive,No,1803,677,1198
25-44 years,New York,36,US - Born,Positive,Yes,387,139,274
25-44 years,New York,36,US - Born,Positive,Not Reported,1145,256,619
25-44 years,New York,36,US - Born,Not Reported,No,606,384,515
25-44 years,New York,36,US - Born,Not Reported,Yes,75,35,62
25-44 years,New York,36,US - Born,Not Reported,Not Reported,741,308,537
25-44 years,New York,36,Foreign - Born,Negative,No,3638,2521,2959
25-44 years,New York,36,Foreign - Born,Negative,Yes,53,27,42
25-44 years,New York,36,Foreign - Born,Negative,Not Reported,379,272,351
25-44 years,New York,36,Foreign - Born,Positive,No,829,352,586
25-44 years,New York,36,Foreign - Born,Positive,Yes,53,18,38
25-44 years,New York,36,Foreign - Born,Positive,Not Reported,193,60,127
25-44 years,New York,36,Foreign - Born,Not Reported,No,1686,1184,1473
25-44 years,New York,36,Foreign - Born,Not Reported,Yes,34,16,29
25-44 years,New York,36,Foreign - Born,Not Reported,Not Reported,464,247,387
25-44 years,New York,36,Not Reported,Negative,No,6,4,5
25-44 years,New York,36,Not Reported,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New York,36,Not Reported,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,New York,36,Not Reported,Positive,No,12,1,6
25-44 years,New York,36,Not Reported,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,New York,36,Not Reported,Positive,Not Reported,15,4,7
25-44 years,New York,36,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,New York,36,Not Reported,Not Reported,Not Reported,17,4,5
25-44 years,North Carolina,37,US - Born,Negative,No,808,608,697
25-44 years,North Carolina,37,US - Born,Negative,Yes,114,91,102
25-44 years,North Carolina,37,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,North Carolina,37,US - Born,Positive,No,314,184,240
25-44 years,North Carolina,37,US - Born,Positive,Yes,81,51,68
25-44 years,North Carolina,37,US - Born,Positive,Not Reported,8,3,6
25-44 years,North Carolina,37,US - Born,Not Reported,No,153,122,138
25-44 years,North Carolina,37,US - Born,Not Reported,Yes,14,9,11
25-44 years,North Carolina,37,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,North Carolina,37,Foreign - Born,Negative,No,613,418,481
25-44 years,North Carolina,37,Foreign - Born,Negative,Yes,20,8,13
25-44 years,North Carolina,37,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,North Carolina,37,Foreign - Born,Positive,No,79,42,62
25-44 years,North Carolina,37,Foreign - Born,Positive,Yes,7,3,6
25-44 years,North Carolina,37,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,North Carolina,37,Foreign - Born,Not Reported,No,90,67,80
25-44 years,North Carolina,37,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,North Carolina,37,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,North Carolina,37,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,North Carolina,37,Not Reported,Not Reported,No,Suppressed,Not Applicable,Not Applicable
25-44 years,North Dakota,38,US - Born,Negative,No,8,4,6
25-44 years,North Dakota,38,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,North Dakota,38,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,North Dakota,38,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,North Dakota,38,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,North Dakota,38,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,North Dakota,38,Foreign - Born,Negative,No,8,5,6
25-44 years,North Dakota,38,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,North Dakota,38,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,North Dakota,38,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,US - Born,Negative,No,345,228,297
25-44 years,Ohio,39,US - Born,Negative,Yes,74,46,61
25-44 years,Ohio,39,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,US - Born,Positive,No,63,22,49
25-44 years,Ohio,39,US - Born,Positive,Yes,19,9,15
25-44 years,Ohio,39,US - Born,Positive,Not Reported,5,1,2
25-44 years,Ohio,39,US - Born,Not Reported,No,163,99,152
25-44 years,Ohio,39,US - Born,Not Reported,Yes,7,1,7
25-44 years,Ohio,39,US - Born,Not Reported,Not Reported,17,5,16
25-44 years,Ohio,39,Foreign - Born,Negative,No,375,222,274
25-44 years,Ohio,39,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,Foreign - Born,Positive,No,31,16,20
25-44 years,Ohio,39,Foreign - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Ohio,39,Foreign - Born,Not Reported,No,140,95,127
25-44 years,Ohio,39,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,Not Reported,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,Not Reported,Positive,No,Suppressed,Not Applicable,Not Applicable
25-44 years,Ohio,39,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Ohio,39,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Oklahoma,40,US - Born,Negative,No,322,211,267
25-44 years,Oklahoma,40,US - Born,Negative,Yes,59,30,47
25-44 years,Oklahoma,40,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Oklahoma,40,US - Born,Positive,No,52,23,37
25-44 years,Oklahoma,40,US - Born,Positive,Yes,11,4,7
25-44 years,Oklahoma,40,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Oklahoma,40,US - Born,Not Reported,No,130,93,117
25-44 years,Oklahoma,40,US - Born,Not Reported,Yes,45,23,41
25-44 years,Oklahoma,40,US - Born,Not Reported,Not Reported,9,5,7
25-44 years,Oklahoma,40,Foreign - Born,Negative,No,133,90,111
25-44 years,Oklahoma,40,Foreign - Born,Negative,Yes,6,3,4
25-44 years,Oklahoma,40,Foreign - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Oklahoma,40,Foreign - Born,Positive,No,16,7,12
25-44 years,Oklahoma,40,Foreign - Born,Not Reported,No,33,19,29
25-44 years,Oklahoma,40,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Oklahoma,40,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Oklahoma,40,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Oklahoma,40,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Oregon,41,US - Born,Negative,No,131,97,115
25-44 years,Oregon,41,US - Born,Negative,Yes,63,45,56
25-44 years,Oregon,41,US - Born,Negative,Not Reported,6,3,6
25-44 years,Oregon,41,US - Born,Positive,No,22,8,16
25-44 years,Oregon,41,US - Born,Positive,Yes,11,5,7
25-44 years,Oregon,41,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Oregon,41,US - Born,Not Reported,No,22,16,19
25-44 years,Oregon,41,US - Born,Not Reported,Yes,12,5,9
25-44 years,Oregon,41,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Oregon,41,Foreign - Born,Negative,No,321,232,272
25-44 years,Oregon,41,Foreign - Born,Negative,Yes,26,17,23
25-44 years,Oregon,41,Foreign - Born,Negative,Not Reported,5,4,4
25-44 years,Oregon,41,Foreign - Born,Positive,No,24,12,17
25-44 years,Oregon,41,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Oregon,41,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Oregon,41,Foreign - Born,Not Reported,No,83,56,76
25-44 years,Oregon,41,Foreign - Born,Not Reported,Yes,5,1,3
25-44 years,Oregon,41,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Pennsylvania,42,US - Born,Negative,No,394,241,347
25-44 years,Pennsylvania,42,US - Born,Negative,Yes,18,10,14
25-44 years,Pennsylvania,42,US - Born,Negative,Not Reported,27,14,24
25-44 years,Pennsylvania,42,US - Born,Positive,No,232,71,148
25-44 years,Pennsylvania,42,US - Born,Positive,Yes,41,14,24
25-44 years,Pennsylvania,42,US - Born,Positive,Not Reported,78,20,48
25-44 years,Pennsylvania,42,US - Born,Not Reported,No,313,195,274
25-44 years,Pennsylvania,42,US - Born,Not Reported,Yes,15,7,11
25-44 years,Pennsylvania,42,US - Born,Not Reported,Not Reported,85,44,77
25-44 years,Pennsylvania,42,Foreign - Born,Negative,No,453,262,348
25-44 years,Pennsylvania,42,Foreign - Born,Negative,Yes,9,4,7
25-44 years,Pennsylvania,42,Foreign - Born,Negative,Not Reported,8,4,6
25-44 years,Pennsylvania,42,Foreign - Born,Positive,No,60,18,36
25-44 years,Pennsylvania,42,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Pennsylvania,42,Foreign - Born,Positive,Not Reported,9,3,4
25-44 years,Pennsylvania,42,Foreign - Born,Not Reported,No,370,255,340
25-44 years,Pennsylvania,42,Foreign - Born,Not Reported,Yes,7,3,6
25-44 years,Pennsylvania,42,Foreign - Born,Not Reported,Not Reported,32,19,29
25-44 years,Pennsylvania,42,Not Reported,Negative,No,5,1,1
25-44 years,Pennsylvania,42,Not Reported,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,Pennsylvania,42,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Rhode Island,44,US - Born,Negative,No,10,6,8
25-44 years,Rhode Island,44,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Rhode Island,44,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Rhode Island,44,US - Born,Positive,No,18,8,14
25-44 years,Rhode Island,44,US - Born,Not Reported,No,20,12,16
25-44 years,Rhode Island,44,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Rhode Island,44,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Rhode Island,44,Foreign - Born,Negative,No,88,59,69
25-44 years,Rhode Island,44,Foreign - Born,Positive,No,17,6,13
25-44 years,Rhode Island,44,Foreign - Born,Not Reported,No,96,53,85
25-44 years,Rhode Island,44,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Rhode Island,44,Foreign - Born,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Rhode Island,44,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,South Carolina,45,US - Born,Negative,No,743,516,670
25-44 years,South Carolina,45,US - Born,Negative,Yes,47,29,42
25-44 years,South Carolina,45,US - Born,Negative,Not Reported,7,4,7
25-44 years,South Carolina,45,US - Born,Positive,No,211,83,159
25-44 years,South Carolina,45,US - Born,Positive,Yes,24,11,17
25-44 years,South Carolina,45,US - Born,Positive,Not Reported,10,0,5
25-44 years,South Carolina,45,US - Born,Not Reported,No,123,81,109
25-44 years,South Carolina,45,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,South Carolina,45,US - Born,Not Reported,Not Reported,21,14,20
25-44 years,South Carolina,45,Foreign - Born,Negative,No,195,107,140
25-44 years,South Carolina,45,Foreign - Born,Negative,Yes,6,4,5
25-44 years,South Carolina,45,Foreign - Born,Positive,No,12,5,7
25-44 years,South Carolina,45,Foreign - Born,Positive,Yes,Suppressed,Not Applicable,Not Applicable
25-44 years,South Carolina,45,Foreign - Born,Not Reported,No,17,8,15
25-44 years,South Dakota,46,US - Born,Negative,No,19,16,18
25-44 years,South Dakota,46,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,South Dakota,46,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,South Dakota,46,US - Born,Not Reported,No,15,9,13
25-44 years,South Dakota,46,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,South Dakota,46,Foreign - Born,Negative,No,21,11,17
25-44 years,South Dakota,46,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
25-44 years,South Dakota,46,Foreign - Born,Not Reported,No,5,3,4
25-44 years,Tennessee,47,US - Born,Negative,No,684,484,586
25-44 years,Tennessee,47,US - Born,Negative,Yes,108,73,102
25-44 years,Tennessee,47,US - Born,Negative,Not Reported,10,6,10
25-44 years,Tennessee,47,US - Born,Positive,No,233,94,160
25-44 years,Tennessee,47,US - Born,Positive,Yes,83,45,67
25-44 years,Tennessee,47,US - Born,Positive,Not Reported,11,1,5
25-44 years,Tennessee,47,US - Born,Not Reported,No,197,146,184
25-44 years,Tennessee,47,US - Born,Not Reported,Yes,20,9,17
25-44 years,Tennessee,47,US - Born,Not Reported,Not Reported,15,9,13
25-44 years,Tennessee,47,Foreign - Born,Negative,No,281,172,204
25-44 years,Tennessee,47,Foreign - Born,Negative,Yes,12,8,10
25-44 years,Tennessee,47,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Tennessee,47,Foreign - Born,Positive,No,24,9,15
25-44 years,Tennessee,47,Foreign - Born,Positive,Yes,6,1,2
25-44 years,Tennessee,47,Foreign - Born,Not Reported,No,57,39,53
25-44 years,Tennessee,47,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Tennessee,47,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Tennessee,47,Not Reported,Negative,No,Suppressed,Not Applicable,Not Applicable
25-44 years,Texas,48,US - Born,Negative,No,1966,1268,1621
25-44 years,Texas,48,US - Born,Negative,Yes,257,169,229
25-44 years,Texas,48,US - Born,Positive,No,1641,554,1089
25-44 years,Texas,48,US - Born,Positive,Yes,149,57,109
25-44 years,Texas,48,US - Born,Positive,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Texas,48,US - Born,Not Reported,No,1913,1222,1712
25-44 years,Texas,48,US - Born,Not Reported,Yes,110,71,97
25-44 years,Texas,48,US - Born,Not Reported,Not Reported,7,4,6
25-44 years,Texas,48,Foreign - Born,Negative,No,2454,1483,1869
25-44 years,Texas,48,Foreign - Born,Negative,Yes,46,25,39
25-44 years,Texas,48,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Texas,48,Foreign - Born,Positive,No,492,212,339
25-44 years,Texas,48,Foreign - Born,Positive,Yes,24,9,18
25-44 years,Texas,48,Foreign - Born,Not Reported,No,1519,958,1356
25-44 years,Texas,48,Foreign - Born,Not Reported,Yes,27,14,21
25-44 years,Texas,48,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Texas,48,Not Reported,Negative,No,11,6,10
25-44 years,Texas,48,Not Reported,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Texas,48,Not Reported,Positive,No,22,6,11
25-44 years,Texas,48,Not Reported,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Texas,48,Not Reported,Not Reported,No,64,46,62
25-44 years,Texas,48,Not Reported,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Texas,48,Not Reported,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
25-44 years,Utah,49,US - Born,Negative,No,30,21,27
25-44 years,Utah,49,US - Born,Negative,Yes,14,10,14
25-44 years,Utah,49,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Utah,49,US - Born,Positive,No,12,5,8
25-44 years,Utah,49,US - Born,Positive,Yes,6,3,5
25-44 years,Utah,49,US - Born,Not Reported,No,9,7,8
25-44 years,Utah,49,US - Born,Not Reported,Yes,11,7,10
25-44 years,Utah,49,Foreign - Born,Negative,No,93,66,76
25-44 years,Utah,49,Foreign - Born,Negative,Yes,7,4,5
25-44 years,Utah,49,Foreign - Born,Positive,No,6,3,4
25-44 years,Utah,49,Foreign - Born,Positive,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Utah,49,Foreign - Born,Not Reported,No,21,14,20
25-44 years,Utah,49,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,US - Born,Positive,Yes,Suppressed,Not Applicable,Not Applicable
25-44 years,Vermont,50,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
25-44 years,Vermont,50,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Virginia,51,US - Born,Negative,No,278,194,241
25-44 years,Virginia,51,US - Born,Negative,Yes,26,21,25
25-44 years,Virginia,51,US - Born,Positive,No,109,56,88
25-44 years,Virginia,51,US - Born,Positive,Yes,11,6,10
25-44 years,Virginia,51,US - Born,Not Reported,No,100,71,90
25-44 years,Virginia,51,US - Born,Not Reported,Yes,8,5,6
25-44 years,Virginia,51,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
25-44 years,Virginia,51,Foreign - Born,Negative,No,878,593,684
25-44 years,Virginia,51,Foreign - Born,Negative,Yes,12,5,6
